##,Player,GS,MIN,REB,PF,A,TO,BLK,STL,PTS,ORB,DRB,FG_pct,3PT_pct,FT_pct,Team,Date,Won
03,"03 Osher, Noah",1,35,7,0,3,1,0,1,5,0,7,0.25,0.3333333333333333,0,Middlebury,2022-12-03,1
02,"02 Bobbett, Jaden",1,23,2,1,1,2,0,0,5,0,2,0.25,1,1,Middlebury,2022-12-03,1
22,"22 Flaks, Evan",0,24,2,2,2,2,0,1,10,0,2,0.6666666666666666,0,1,Middlebury,2022-12-03,1
21,"21 McKersie, Jackson",0,11,1,2,0,2,1,0,3,0,1,1,NA,1,Middlebury,2022-12-03,1
41,"41 Carlson, Peter",0,4,1,1,0,2,0,0,2,1,0,1,NA,NA,Middlebury,2022-12-03,1
23,"23 Moore, Charley",0,8,1,0,0,0,0,0,0,0,1,0,0,NA,Middlebury,2022-12-03,1
12,"12 Witherington, Edward",0,7,0,1,0,0,0,0,0,0,0,0,0,0,Middlebury,2022-12-03,1
TM,TM TEAM,0,0,4,0,0,0,0,0,0,1,3,NA,NA,NA,Middlebury,2022-12-03,1
,Totals,NA,200,47,16,6,11,8,5,74,13,34,0.3898305084745763,0.23076923076923078,0.7352941176470589,Middlebury,2022-12-03,1
11,11 R.J. Holmes,1,27,7,4,1,3,2,2,20,2,5,0.4375,0.25,1,Mellon,2022-12-03,0
22,22 Kevin Sax,1,24,7,3,3,1,1,1,14,2,5,0.4375,NA,0,Mellon,2022-12-03,0
04,04 Justin Allen,1,25,3,1,0,0,0,0,10,2,1,0.4,NA,0.6666666666666666,Mellon,2022-12-03,0
31,31 Aidan Booher,1,20,1,2,1,0,0,1,7,1,0,0.5,0.3333333333333333,1,Mellon,2022-12-03,0
10,10 Josh Berry,1,33,3,4,7,0,1,2,2,0,3,0.3333333333333333,0,NA,Mellon,2022-12-03,0
21,21 Jack Stone,0,24,4,3,1,1,0,0,7,0,4,0.375,0.25,NA,Mellon,2022-12-03,0
14,14 Jonathan Milloway,0,13,2,3,0,2,0,0,4,0,2,0.5,NA,0,Mellon,2022-12-03,0
05,05 Buckley  DeJardin,0,13,3,3,0,0,1,0,2,1,2,0.25,0,0,Mellon,2022-12-03,0
25,25 Nick Nakasian,0,10,3,2,1,1,0,0,2,0,3,0.5,0,NA,Mellon,2022-12-03,0
20,20 Aidan Murphy,0,11,0,0,0,0,0,0,0,0,0,0,0,NA,Mellon,2022-12-03,0
TM,TM TEAM,0,0,4,0,0,0,0,0,0,2,2,NA,NA,NA,Mellon,2022-12-03,0
,Totals,NA,200,37,25,14,8,5,6,68,10,27,0.4057971014492754,0.1875,0.6,Mellon,2022-12-03,0
31,"31 Sobel, Alex",1,28,7,4,1,3,6,0,20,2,5,0.7777777777777778,NA,0.8571428571428571,Middlebury,2022-12-04,0
03,"03 Osher, Noah",1,33,5,0,4,1,0,0,15,0,5,0.38461538461538464,0.25,1,Middlebury,2022-12-04,0
33,"33 Stevens, Sam",1,30,4,2,2,3,0,1,14,1,3,0.45454545454545453,0.3333333333333333,1,Middlebury,2022-12-04,0
24,"24 Brennan, David",1,27,7,4,1,5,1,0,5,2,5,0.6666666666666666,NA,0.5,Middlebury,2022-12-04,0
02,"02 Bobbett, Jaden",1,19,4,0,1,1,0,0,4,1,3,0.4,0,NA,Middlebury,2022-12-04,0
22,"22 Flaks, Evan",0,27,2,1,1,1,0,0,5,0,2,0.4,0.3333333333333333,NA,Middlebury,2022-12-04,0
23,"23 Moore, Charley",0,4,1,1,0,0,0,0,4,0,1,1,NA,NA,Middlebury,2022-12-04,0
10,"10 Cisse, Lamine",0,7,0,0,0,1,0,0,3,0,0,1,NA,0.5,Middlebury,2022-12-04,0
21,"21 McKersie, Jackson",0,14,0,3,0,2,1,0,0,0,0,0,NA,NA,Middlebury,2022-12-04,0
12,"12 Witherington, Edward",0,11,3,2,0,0,0,0,0,1,2,0,0,NA,Middlebury,2022-12-04,0
TM,TM TEAM,0,0,2,0,0,0,0,0,0,2,0,NA,NA,NA,Middlebury,2022-12-04,0
,Totals,NA,200,35,17,10,17,8,1,70,9,26,0.5,0.2631578947368421,0.8125,Middlebury,2022-12-04,0
45,45 Ryan Algier,1,23,5,3,1,0,0,0,20,4,1,0.4375,0.25,0.625,Rochester,2022-12-04,1
10,10 Dan Masino,1,27,5,1,2,2,0,3,9,0,5,0.5714285714285714,0.5,0,Rochester,2022-12-04,1
13,13 Matt Wiele,1,27,4,2,4,0,1,1,8,1,3,0.16666666666666666,0,1,Rochester,2022-12-04,1
33,33 Ross Gang,1,31,3,3,5,2,0,2,6,0,3,0.375,0,NA,Rochester,2022-12-04,1
21,21 Mitchell Kershner,1,16,2,4,0,1,0,0,5,0,2,1,1,NA,Rochester,2022-12-04,1
05,05 Matt Niemczura,0,21,2,3,0,0,0,2,9,0,2,0.6666666666666666,1,0.8,Rochester,2022-12-04,1
24,24 C.J. Amsellem,0,15,0,1,0,0,2,1,8,0,0,0.42857142857142855,0.5,NA,Rochester,2022-12-04,1
01,01 Andrew Jackson,0,4,0,1,0,0,0,0,3,0,0,1,1,NA,Rochester,2022-12-04,1
11,11 T.C. Price,0,19,1,1,0,1,0,0,2,0,1,0.25,0,NA,Rochester,2022-12-04,1
12,12 Logan Jagodzinski,0,17,2,1,1,0,1,0,2,1,1,0.3333333333333333,0,NA,Rochester,2022-12-04,1
TM,TM TEAM,0,0,3,0,0,0,0,0,0,2,1,NA,NA,NA,Rochester,2022-12-04,1
,Totals,NA,200,27,20,13,6,4,9,72,8,19,0.43859649122807015,0.4117647058823529,0.75,Rochester,2022-12-04,1
15,15 Sheriff Conteh,1,27,0,1,1,2,0,4,12,0,0,0.5,0.4,NA,Middlebury,2022-12-07,1
04,04 Willard Anderson Jr.,1,24,0,1,1,1,0,3,10,0,0,0.6,0.5,1,Middlebury,2022-12-07,1
00,00 Franklin Infante,1,30,3,1,5,3,0,1,8,1,2,0.25,1,1,Middlebury,2022-12-07,1
10,10 Erik Salo,1,27,2,2,0,2,3,2,8,0,2,0.3076923076923077,0,0,Middlebury,2022-12-07,1
03,03 Myles Jones,1,23,1,0,0,1,0,1,2,0,1,0.16666666666666666,0,NA,Middlebury,2022-12-07,1
32,32 Jalin Pitts,0,12,1,1,0,1,0,0,6,0,1,0,NA,1,Middlebury,2022-12-07,1
11,11 Matthew Kone-Bradsha,0,21,1,2,0,3,0,1,5,1,0,0.5,0.5,NA,Middlebury,2022-12-07,1
25,25 Ladan Graves,0,12,5,1,0,0,0,1,4,2,3,0.16666666666666666,NA,0.4,Middlebury,2022-12-07,1
23,23 Justin Blanchett,0,14,1,2,0,1,0,0,2,1,0,0.3333333333333333,0,NA,Middlebury,2022-12-07,1
02,02 Darren Wright,0,6,0,0,1,0,0,0,2,0,0,NA,NA,0.2857142857142857,Middlebury,2022-12-07,1
05,05 Levi Delaney,0,4,0,1,0,0,0,0,0,0,0,NA,NA,NA,Middlebury,2022-12-07,1
TM,TM TEAM,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,Middlebury,2022-12-07,1
,Totals,NA,200,15,12,8,14,3,13,59,5,10,0.3392857142857143,0.4,0.6,Middlebury,2022-12-07,1
03,"03 Osher, Noah",1,29,2,2,3,4,0,1,21,0,2,0.6666666666666666,0.5714285714285714,0.5,St.,2022-12-07,0
31,"31 Sobel, Alex",1,26,15,2,4,2,5,3,16,5,10,0.7,NA,1,St.,2022-12-07,0
24,"24 Brennan, David",1,24,10,1,3,1,0,2,10,4,6,1,NA,1,St.,2022-12-07,0
33,"33 Stevens, Sam",1,24,7,0,0,2,0,0,9,4,3,0.2857142857142857,0,0.5,St.,2022-12-07,0
02,"02 Bobbett, Jaden",1,17,2,0,4,1,0,0,3,1,1,0.5,1,NA,St.,2022-12-07,0
21,"21 McKersie, Jackson",0,14,2,3,0,2,1,0,6,2,0,0.75,NA,NA,St.,2022-12-07,0
23,"23 Moore, Charley",0,11,2,0,0,2,0,1,4,1,1,0.4,0,NA,St.,2022-12-07,0
22,"22 Flaks, Evan",0,19,4,3,1,4,0,0,3,0,4,0.25,0,0.5,St.,2022-12-07,0
41,"41 Carlson, Peter",0,4,1,1,0,0,0,0,2,0,1,1,NA,NA,St.,2022-12-07,0
11,"11 Shin, Lucas",0,3,0,0,0,2,0,0,2,0,0,1,NA,NA,St.,2022-12-07,0
25,"25 Zodda, Thomas",0,2,1,1,0,0,0,0,2,1,0,1,NA,NA,St.,2022-12-07,0
12,"12 Witherington, Edward",0,11,2,1,0,1,1,0,0,1,1,0,0,NA,St.,2022-12-07,0
14,"14 Joseph, Tristan",0,3,0,1,0,0,0,1,0,0,0,NA,NA,NA,St.,2022-12-07,0
13,"13 Newell, Mark",0,3,1,1,0,0,0,0,0,0,1,NA,NA,NA,St.,2022-12-07,0
15,"15 Smith, Dean",0,3,0,0,0,1,0,1,0,0,0,NA,NA,NA,St.,2022-12-07,0
05,"05 Urena, Oliver",0,3,0,0,0,0,0,0,0,0,0,0,NA,NA,St.,2022-12-07,0
10,"10 Cisse, Lamine",0,2,0,2,0,1,0,0,0,0,0,NA,NA,NA,St.,2022-12-07,0
04,"04 Goldman, Nash",0,2,0,0,0,1,0,0,0,0,0,0,0,NA,St.,2022-12-07,0
TM,TM TEAM,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,St.,2022-12-07,0
,Totals,NA,200,49,18,15,24,7,9,78,19,30,0.5333333333333333,0.25,0.75,St.,2022-12-07,0
31,"31 Sobel, Alex",1,36,20,1,4,0,7,0,29,8,12,0.6190476190476191,0,0.75,Middlebury,2022-12-09,1
03,"03 Osher, Noah",1,34,3,1,2,2,0,1,8,0,3,0.36363636363636365,0,0,Middlebury,2022-12-09,1
02,"02 Bobbett, Jaden",1,25,4,3,1,0,0,1,7,1,3,0.4,0.5,1,Middlebury,2022-12-09,1
24,"24 Brennan, David",1,21,9,3,1,3,0,0,7,4,5,0.42857142857142855,NA,0.5,Middlebury,2022-12-09,1
33,"33 Stevens, Sam",1,25,2,2,1,2,0,0,6,0,2,0.42857142857142855,0,NA,Middlebury,2022-12-09,1
12,"12 Witherington, Edward",0,17,3,0,3,1,0,0,6,1,2,0.6666666666666666,1,NA,Middlebury,2022-12-09,1
22,"22 Flaks, Evan",0,21,4,2,5,1,0,0,4,0,4,0.3333333333333333,0,NA,Middlebury,2022-12-09,1
23,"23 Moore, Charley",0,11,5,0,2,0,0,0,4,2,3,0.6666666666666666,NA,NA,Middlebury,2022-12-09,1
21,"21 McKersie, Jackson",0,8,1,0,0,0,1,0,2,0,1,0,NA,1,Middlebury,2022-12-09,1
10,"10 Cisse, Lamine",0,2,0,0,0,2,0,0,0,0,0,0,NA,NA,Middlebury,2022-12-09,1
TM,TM TEAM,0,0,1,0,0,1,0,0,0,0,1,NA,NA,NA,Middlebury,2022-12-09,1
,Totals,NA,200,52,12,19,12,8,2,73,16,36,0.47692307692307695,0.25,0.7272727272727273,Middlebury,2022-12-09,1
05,05 Tautvydas Kupstas,1,39,2,1,2,3,0,1,10,1,1,0.36363636363636365,0,1,Skidmore,2022-12-09,0
15,15 Bobby Stratts,1,19,1,2,0,0,0,0,10,0,1,0.8333333333333334,NA,0,Skidmore,2022-12-09,0
04,04 H. Eichelberger,1,24,3,0,0,2,0,1,9,0,3,0.3,0.42857142857142855,NA,Skidmore,2022-12-09,0
03,03 Riley Greene,1,33,1,3,8,1,0,1,7,0,1,0.3333333333333333,1,0,Skidmore,2022-12-09,0
21,21 Alexei Downie,1,29,5,3,2,0,0,2,4,0,5,0.2,0,NA,Skidmore,2022-12-09,0
11,11 Greg Skoric,0,16,5,2,1,0,0,1,8,1,4,0.5,0,NA,Skidmore,2022-12-09,0
33,33 Mark Engel,0,25,2,1,2,2,0,0,5,1,1,0.3333333333333333,0.3333333333333333,NA,Skidmore,2022-12-09,0
25,25 Joey Skoric,0,7,2,0,0,0,0,0,0,0,2,0,0,NA,Skidmore,2022-12-09,0
10,10 Jake Walsh,0,5,0,0,0,0,0,0,0,0,0,NA,NA,NA,Skidmore,2022-12-09,0
02,02 Prince Shyllon,0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,Skidmore,2022-12-09,0
20,20 Jack Rovillard,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Skidmore,2022-12-09,0
12,12 Alex Nunn,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,Skidmore,2022-12-09,0
TM,TM TEAM,0,0,4,0,0,0,0,0,0,2,2,NA,NA,NA,Skidmore,2022-12-09,0
,Totals,NA,200,25,12,15,8,0,6,53,5,20,0.3709677419354839,0.2777777777777778,0.4,Skidmore,2022-12-09,0
32,32 Jack Spellman,1,33,9,1,1,1,4,0,11,2,7,0.2857142857142857,0.16666666666666666,1,Middlebury,2022-12-11,1
23,23 Conor Coffey,1,30,2,1,3,2,0,0,10,0,2,0.4,0.3333333333333333,0.5,Middlebury,2022-12-11,1
05,05 Mike Goodall,1,31,7,1,4,3,0,3,9,2,5,0.25,0,0.75,Middlebury,2022-12-11,1
11,11 Matt Leming,1,32,3,2,0,1,0,0,6,1,2,0.3333333333333333,0.3333333333333333,0,Middlebury,2022-12-11,1
33,33 Brett Bischoping,1,16,1,0,0,1,0,0,6,1,0,0.6,NA,NA,Middlebury,2022-12-11,1
00,00 Connor Strambi,0,17,2,2,3,0,0,1,5,0,2,0.4,0.5,NA,Middlebury,2022-12-11,1
13,13 Brendan Coughlin,0,8,1,0,0,0,1,0,5,1,0,1,1,NA,Middlebury,2022-12-11,1
21,21 Frank Gelfman,0,11,2,1,0,1,0,1,1,0,2,0,0,0.5,Middlebury,2022-12-11,1
02,02 Alex Ratner,0,12,3,2,0,1,0,0,0,0,3,0,NA,NA,Middlebury,2022-12-11,1
12,12 Jack Liedtka,0,10,0,1,0,0,0,1,0,0,0,0,0,NA,Middlebury,2022-12-11,1
TM,TM TEAM,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,Middlebury,2022-12-11,1
,Totals,NA,200,30,11,11,10,5,6,53,7,23,0.3333333333333333,0.2857142857142857,0.6363636363636364,Middlebury,2022-12-11,1
03,"03 Osher, Noah",1,31,5,1,3,0,0,3,17,0,5,0.5,0.16666666666666666,1,Stevens,2022-12-11,0
31,"31 Sobel, Alex",1,25,13,1,7,1,1,2,12,1,12,0.45454545454545453,0,0.6666666666666666,Stevens,2022-12-11,0
33,"33 Stevens, Sam",1,25,2,0,2,1,0,0,12,2,0,0.4,0.5,0.5,Stevens,2022-12-11,0
02,"02 Bobbett, Jaden",1,20,3,1,3,1,0,2,6,1,2,0.5,0.5,NA,Stevens,2022-12-11,0
24,"24 Brennan, David",1,20,9,0,0,0,0,1,4,5,4,0.5,NA,NA,Stevens,2022-12-11,0
23,"23 Moore, Charley",0,12,2,0,1,1,0,0,6,1,1,0.4,1,0.25,Stevens,2022-12-11,0
21,"21 McKersie, Jackson",0,13,1,3,0,1,1,0,4,0,1,0.5,0,NA,Stevens,2022-12-11,0
12,"12 Witherington, Edward",0,7,1,0,0,0,0,0,3,0,1,1,1,NA,Stevens,2022-12-11,0
13,"13 Newell, Mark",0,4,1,0,1,0,0,0,3,0,1,1,NA,1,Stevens,2022-12-11,0
15,"15 Smith, Dean",0,4,0,1,0,0,0,0,3,0,0,0.3333333333333333,0.3333333333333333,NA,Stevens,2022-12-11,0
22,"22 Flaks, Evan",0,17,1,1,1,2,0,1,2,1,0,0.2,0,NA,Stevens,2022-12-11,0
10,"10 Cisse, Lamine",0,4,0,0,0,1,0,0,2,0,0,0.5,NA,NA,Stevens,2022-12-11,0
14,"14 Joseph, Tristan",0,4,2,0,0,1,0,0,2,0,2,0.5,NA,NA,Stevens,2022-12-11,0
11,"11 Shin, Lucas",0,6,0,1,1,0,0,0,0,0,0,0,0,NA,Stevens,2022-12-11,0
41,"41 Carlson, Peter",0,4,1,2,1,2,2,0,0,0,1,0,NA,NA,Stevens,2022-12-11,0
05,"05 Urena, Oliver",0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,Stevens,2022-12-11,0
25,"25 Zodda, Thomas",0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,Stevens,2022-12-11,0
TM,TM TEAM,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,Stevens,2022-12-11,0
,Totals,NA,200,41,11,20,12,4,9,76,11,30,0.43478260869565216,0.3333333333333333,0.5833333333333334,Stevens,2022-12-11,0
02,"02 BLONDO, Rylan",1,37,5,1,3,1,0,5,19,2,3,0.3888888888888889,0.42857142857142855,1,Middlebury,2022-12-29,1
13,"13 BEVACQUA, Jonah",1,22,4,2,0,3,1,1,11,1,3,0.4,0,1,Middlebury,2022-12-29,1
21,"21 BIEN-AISE, Isaiah",1,30,3,4,0,1,0,1,10,1,2,0.5555555555555556,0,NA,Middlebury,2022-12-29,1
00,"00 ST. LUCIA, Sean",1,37,4,3,5,3,1,3,9,2,2,0.5,1,NA,Middlebury,2022-12-29,1
24,"24 SEYOUM, Lucas",1,24,3,1,0,0,0,0,0,1,2,0,0,0,Middlebury,2022-12-29,1
20,"20 FRAZIER, Tyreik",0,22,5,0,0,0,1,0,10,3,2,0.5,NA,NA,Middlebury,2022-12-29,1
11,"11 NEUHAUS, Solomon",0,19,0,0,0,0,0,0,2,0,0,0.3333333333333333,0,NA,Middlebury,2022-12-29,1
10,"10 MEYERS-TURNER, RJ",0,5,2,0,0,1,0,0,0,0,2,0,0,NA,Middlebury,2022-12-29,1
03,"03 SMITH, Dakoda",0,4,2,2,0,1,0,0,0,0,2,NA,NA,NA,Middlebury,2022-12-29,1
TM,TM TEAM,0,0,2,0,0,1,0,0,0,0,2,NA,NA,NA,Middlebury,2022-12-29,1
,Totals,NA,200,30,13,8,11,3,10,61,10,20,0.40625,0.25,0.7142857142857143,Middlebury,2022-12-29,1
33,"33 Stevens, Sam",1,35,3,2,1,5,1,1,19,2,1,0.6,0.5,1,Paltz,2022-12-29,0
31,"31 Sobel, Alex",1,29,14,1,8,4,4,2,16,5,9,0.7272727272727273,NA,0,Paltz,2022-12-29,0
03,"03 Osher, Noah",1,34,4,0,2,4,0,0,15,0,4,0.6,0.6,NA,Paltz,2022-12-29,0
24,"24 Brennan, David",1,35,10,1,3,0,1,0,8,2,8,0.4444444444444444,NA,0,Paltz,2022-12-29,0
02,"02 Bobbett, Jaden",1,22,5,0,1,1,0,1,2,3,2,0,0,0.6666666666666666,Paltz,2022-12-29,0
22,"22 Flaks, Evan",0,20,1,3,0,0,0,1,13,1,0,0.6666666666666666,0.3333333333333333,NA,Paltz,2022-12-29,0
12,"12 Witherington, Edward",0,7,0,2,0,1,0,0,2,0,0,0.5,NA,NA,Paltz,2022-12-29,0
23,"23 Moore, Charley",0,7,1,0,0,0,0,0,2,1,0,0.3333333333333333,0,NA,Paltz,2022-12-29,0
21,"21 McKersie, Jackson",0,7,2,2,0,1,0,0,0,0,2,NA,NA,NA,Paltz,2022-12-29,0
04,"04 Goldman, Nash",0,4,1,0,0,0,0,0,0,0,1,0,0,NA,Paltz,2022-12-29,0
11,"11 Shin, Lucas",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Paltz,2022-12-29,0
TM,TM TEAM,0,0,2,0,0,0,0,0,0,0,2,NA,NA,NA,Paltz,2022-12-29,0
,Totals,NA,200,43,11,15,16,6,5,77,14,29,0.5079365079365079,0.35294117647058826,0.6363636363636364,Paltz,2022-12-29,0
31,"31 Sobel, Alex",1,32,10,3,1,1,4,1,26,2,8,0.8888888888888888,NA,0.6666666666666666,Middlebury,2022-12-30,0
33,"33 Stevens, Sam",1,29,2,3,1,3,1,0,15,1,1,0.4,0.2,0.8571428571428571,Middlebury,2022-12-30,0
03,"03 Osher, Noah",1,36,3,3,2,4,0,2,6,0,3,0.2,0.25,0.5,Middlebury,2022-12-30,0
02,"02 Bobbett, Jaden",1,26,3,1,0,1,0,0,5,1,2,0.3333333333333333,0,0.5,Middlebury,2022-12-30,0
24,"24 Brennan, David",1,25,10,4,3,2,0,2,4,4,6,0.6666666666666666,NA,0,Middlebury,2022-12-30,0
22,"22 Flaks, Evan",0,24,2,2,1,2,0,1,9,0,2,0.5714285714285714,0,0.5,Middlebury,2022-12-30,0
21,"21 McKersie, Jackson",0,11,2,1,1,1,0,0,2,1,1,0,NA,1,Middlebury,2022-12-30,0
23,"23 Moore, Charley",0,8,2,0,0,1,0,1,0,1,1,0,NA,NA,Middlebury,2022-12-30,0
12,"12 Witherington, Edward",0,5,1,0,0,0,0,0,0,0,1,NA,NA,NA,Middlebury,2022-12-30,0
04,"04 Goldman, Nash",0,4,0,0,1,0,0,0,0,0,0,0,0,NA,Middlebury,2022-12-30,0
TM,TM TEAM,0,0,7,0,0,0,0,0,0,1,6,NA,NA,NA,Middlebury,2022-12-30,0
,Totals,NA,200,42,17,10,15,5,7,67,11,31,0.44,0.16666666666666666,0.65625,Middlebury,2022-12-30,0
01,01 Jalen Williams,1,35,4,3,1,1,1,2,20,1,3,0.34782608695652173,0.375,0.5,College,2022-12-30,1
00,00 Tyreice Woods,1,38,6,1,5,2,0,2,17,2,4,0.7142857142857143,1,0.8,College,2022-12-30,1
12,12 Quinton Lott,1,20,6,5,1,1,1,0,7,3,3,0.5,NA,0.3333333333333333,College,2022-12-30,1
02,02 Dominick Dao,1,34,2,3,1,2,0,2,4,1,1,0.125,0.16666666666666666,0.5,College,2022-12-30,1
10,10 Thomas Close,1,18,0,0,0,0,0,2,3,0,0,0.25,0.25,NA,College,2022-12-30,1
25,25 Rakesh Tibby,0,16,7,5,1,2,0,0,6,5,2,0.375,NA,NA,College,2022-12-30,1
22,22 Hunter Baillargeon,0,18,2,0,1,1,0,0,3,0,2,0.2,0.2,NA,College,2022-12-30,1
04,04 Benjamin Toussaint,0,8,2,1,0,0,1,0,2,0,2,0,0,1,College,2022-12-30,1
32,32 Max Lee,0,9,0,2,1,1,0,1,0,0,0,0,NA,NA,College,2022-12-30,1
34,34 Sheriff Bilewu,0,4,0,1,0,1,0,0,0,0,0,NA,NA,NA,College,2022-12-30,1
TM,TM TEAM,0,0,3,0,0,0,0,0,0,1,2,NA,NA,NA,College,2022-12-30,1
,Totals,NA,200,32,21,11,11,3,9,62,13,19,0.34375,0.3333333333333333,0.6428571428571429,College,2022-12-30,1
31,"31 Sobel, Alex",1,30,9,5,1,4,2,1,20,4,5,0.4666666666666667,NA,0.6,Middlebury,2023-01-06,0
03,"03 Osher, Noah",1,34,2,0,1,2,0,1,15,0,2,0.45454545454545453,0,1,Middlebury,2023-01-06,0
33,"33 Stevens, Sam",1,30,7,1,0,1,2,1,11,1,6,0.3333333333333333,0,0.6,Middlebury,2023-01-06,0
02,"02 Bobbett, Jaden",1,25,4,4,0,0,0,0,3,1,3,0.16666666666666666,0.5,NA,Middlebury,2023-01-06,0
24,"24 Brennan, David",1,29,4,3,0,1,0,2,2,2,2,0.2,NA,NA,Middlebury,2023-01-06,0
22,"22 Flaks, Evan",0,19,2,4,1,0,0,0,3,0,2,0.2,1,0,Middlebury,2023-01-06,0
23,"23 Moore, Charley",0,7,3,1,0,1,0,0,2,1,2,0.5,NA,NA,Middlebury,2023-01-06,0
21,"21 McKersie, Jackson",0,16,2,0,0,1,0,1,0,0,2,0,NA,NA,Middlebury,2023-01-06,0
12,"12 Witherington, Edward",0,7,0,0,0,0,1,0,0,0,0,NA,NA,NA,Middlebury,2023-01-06,0
04,"04 Goldman, Nash",0,3,0,0,0,0,0,0,0,0,0,0,NA,NA,Middlebury,2023-01-06,0
TM,TM TEAM,0,0,4,0,0,0,0,0,0,1,3,NA,NA,NA,Middlebury,2023-01-06,0
,Totals,NA,200,37,18,3,10,5,6,56,10,27,0.3448275862068966,0.3333333333333333,0.6666666666666666,Middlebury,2023-01-06,0
01,"01 Singh,Teja",1,33,1,3,0,2,0,1,22,1,0,0.6428571428571429,1,0.5,Hamilton,2023-01-06,1
11,"11 Rood,Conner",1,34,7,1,4,3,1,0,14,2,5,0.46153846153846156,1,0.25,Hamilton,2023-01-06,1
00,"00 Morgan,Hank",1,30,6,1,2,0,0,0,13,2,4,0.2727272727272727,0.14285714285714285,1,Hamilton,2023-01-06,1
05,"05 Anderson,Eric",1,32,11,3,1,3,1,1,6,2,9,0.23076923076923078,0,NA,Hamilton,2023-01-06,1
50,"50 Mogan,Patrick",1,24,8,2,2,2,3,1,5,3,5,0.2222222222222222,NA,0.5,Hamilton,2023-01-06,1
12,"12 Keyhani,Garret",0,16,3,0,0,0,0,0,5,1,2,0.5,1,NA,Hamilton,2023-01-06,1
04,"04 Crespin,Yashiya",0,12,0,3,0,1,0,0,0,0,0,NA,NA,NA,Hamilton,2023-01-06,1
33,"33 Gordon,William",0,9,2,3,0,0,0,0,0,1,1,0,NA,NA,Hamilton,2023-01-06,1
22,"22 Kane,Owen",0,8,1,1,0,1,0,0,0,1,0,NA,NA,NA,Hamilton,2023-01-06,1
13,"13 Robinson,Graham",0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,Hamilton,2023-01-06,1
TM,TM TEAM,0,0,9,0,0,0,0,0,0,3,6,NA,NA,NA,Hamilton,2023-01-06,1
,Totals,NA,200,48,17,9,12,5,3,65,16,32,0.3787878787878788,0.375,0.6428571428571429,Hamilton,2023-01-06,1
31,"31 Sobel, Alex",1,28,7,4,0,3,3,1,19,1,6,0.5384615384615384,NA,0.8333333333333334,Middlebury,2023-01-07,1
33,"33 Stevens, Sam",1,20,0,4,1,0,0,0,8,0,0,0.3333333333333333,0.3333333333333333,NA,Middlebury,2023-01-07,1
03,"03 Osher, Noah",1,32,3,2,0,1,0,0,4,0,3,0.08333333333333333,0,0.5,Middlebury,2023-01-07,1
24,"24 Brennan, David",1,33,18,2,1,1,1,0,3,7,11,0.16666666666666666,NA,0.3333333333333333,Middlebury,2023-01-07,1
02,"02 Bobbett, Jaden",1,23,1,0,0,1,0,1,0,0,1,0,0,NA,Middlebury,2023-01-07,1
22,"22 Flaks, Evan",0,18,4,2,0,0,0,0,11,1,3,0.4444444444444444,0,0.75,Middlebury,2023-01-07,1
23,"23 Moore, Charley",0,13,3,0,0,0,0,1,4,3,0,0.4,NA,NA,Middlebury,2023-01-07,1
21,"21 McKersie, Jackson",0,18,2,1,0,0,0,0,2,2,0,0.2,NA,NA,Middlebury,2023-01-07,1
12,"12 Witherington, Edward",0,8,5,0,0,0,0,0,2,2,3,NA,NA,1,Middlebury,2023-01-07,1
04,"04 Goldman, Nash",0,7,3,1,1,0,0,0,0,0,3,0,0,NA,Middlebury,2023-01-07,1
TM,TM Team,0,0,3,0,0,0,0,0,0,3,0,NA,NA,NA,Middlebury,2023-01-07,1
,Totals,NA,200,49,16,3,6,4,3,53,19,30,0.296875,0.13333333333333333,0.6842105263157895,Middlebury,2023-01-07,1
40,40 Will Scherer,1,27,11,4,1,2,1,0,12,3,8,0.6,NA,0,Amherst,2023-01-07,0
23,23 Ryker Vance,1,31,4,1,0,1,3,0,8,0,4,0.5,NA,1,Amherst,2023-01-07,0
02,02 Canin Reynolds,1,26,2,1,1,1,0,0,7,0,2,0.14285714285714285,0,1,Amherst,2023-01-07,0
31,31 Noah Helmke,1,19,5,2,1,2,0,0,2,0,5,0,0,0.6666666666666666,Amherst,2023-01-07,0
05,05 Mohammed Alausa,1,15,3,2,0,1,0,0,1,1,2,0,NA,0.5,Amherst,2023-01-07,0
15,15 Chris Hammond,0,18,0,0,0,1,1,0,9,0,0,0.5,0.75,NA,Amherst,2023-01-07,0
22,22 Giovanni Tam,0,10,1,4,1,0,0,0,4,0,1,0.4,NA,NA,Amherst,2023-01-07,0
03,03 C.J. Mitchell,0,33,3,1,1,2,0,0,3,0,3,0.125,0.3333333333333333,NA,Amherst,2023-01-07,0
